#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   Kepler g      r      i      z      DDO51_finf   Mact
 1   7.47  0.21  2.28944  1.429 3.982  4.244 10.4   0.031 0.00 11.596 11.866 11.652 11.884 12.101 12.274 11.689  2.289
 1   7.49  0.09  1.95173  1.167 3.943  4.278  9.7   0.027 0.00 11.552 11.672 11.525 11.675 11.852 12.009 11.525  1.952
 1   7.53 -0.03  2.35225  1.513 4.016  4.305  9.9   0.028 0.00 10.887 11.329 11.083 11.354 11.590 11.776 11.138  2.352
 1   7.57 -0.33  3.63402  2.294 4.166  4.313  9.5   0.025 0.00  8.535  9.824  9.507  9.864 10.147 10.395  9.609  3.634
 1   7.57 -0.11  3.00788  1.945 4.095  4.295 11.7   0.036 0.00 11.607 12.477 12.189 12.511 12.775 12.992 12.275  3.008
 1   7.57  0.07  2.08288  1.284 3.966  4.281 11.7   0.036 0.00 13.260 13.471 13.285 13.484 13.684 13.849 13.305  2.083
 1   7.57  0.19  1.22823  0.250 3.788  4.373  9.9   0.028 0.00 14.044 13.990 14.321 13.925 13.854 13.867 14.155  1.228
 1   7.57  0.25  7.41404  3.599 4.256  3.681  9.5   0.025 0.00  5.272  7.030  6.668  7.081  7.395  7.675  6.803  7.414
 1   7.59  0.13  3.06326  1.938 4.074  4.227 10.3   0.030 0.00 10.226 10.956 10.672 10.990 11.251 11.461 10.758  3.063
 1   7.61  0.19  3.52960  2.176 4.106  4.179 12.2   0.037 0.00 11.529 12.435 12.138 12.471 12.741 12.965 12.234  3.530
 1   7.63  0.07  4.31724  2.535 4.168  4.155 10.3   0.030 0.00  8.732 10.000  9.679 10.041 10.327 10.576  9.788  4.317
 1   7.63  0.23  1.54655  0.719 3.848  4.247 10.3   0.030 0.00 13.273 13.235 13.358 13.190 13.216 13.296 13.258  1.547
 1   7.63  0.41  3.22682  2.018 4.080  4.194 11.0   0.034 0.00 10.725 11.468 11.178 11.502 11.767 11.983 11.271  3.227
 1   7.63  0.43  5.07504  2.839 4.197  4.039  9.2   0.024 0.00  6.872  8.257  7.912  8.303  8.604  8.870  8.039  5.075
 1   7.67 -0.23  2.11282  1.387 4.009  4.357 11.9   0.037 0.00 13.203 13.628 13.393 13.652 13.880 14.062 13.441  2.113
 1   7.67  0.07  2.17700  1.364 3.979  4.275 12.1   0.037 0.00 13.460 13.729 13.522 13.747 13.958 14.129 13.554  2.177
 1   7.69 -0.11  2.71920  1.781 4.065  4.299 11.1   0.034 0.00 11.418 12.127 11.852 12.159 12.414 12.618 11.929  2.719
 1   7.71  0.09  1.42508  0.585 3.833  4.285  9.3   0.024 0.00 12.607 12.569 12.734 12.521 12.522 12.584 12.622  1.425
 1   7.71  0.41  1.72925  0.932 3.887  4.237  9.3   0.024 0.00 11.739 11.715 11.722 11.684 11.781 11.904 11.659  1.729
 1   7.75  0.11  2.03952  1.244 3.953  4.263 10.3   0.030 0.00 11.961 12.117 11.948 12.125 12.315 12.476 11.958  2.040
 1   7.77  0.29  6.05703  3.339 4.179  3.541 11.3   0.035 0.00  7.722  9.023  8.692  9.066  9.357  9.606  8.815  6.057
 1   7.79 -0.41  1.40183  0.696 3.883  4.366 10.6   0.032 0.00 13.630 13.681 13.694 13.656 13.729 13.834 13.633  1.402
 1   7.79 -0.31  1.93574  1.264 3.993  4.377 11.1   0.034 0.00 12.710 13.059 12.841 13.080 13.297 13.474 12.877  1.936
 1   7.79 -0.15  2.86477  1.880 4.081  4.286 11.7   0.036 0.00 11.770 12.569 12.287 12.602 12.861 13.072 12.369  2.865
 1   7.79  0.01  1.98672  1.218 3.957  4.291 10.0   0.029 0.00 11.724 11.900 11.725 11.909 12.101 12.263 11.738  1.987
 1   7.79  0.07  1.86376  1.094 3.928  4.273 11.6   0.036 0.00 13.636 13.724 13.613 13.720 13.876 14.023 13.597  1.864
 1   7.81  0.29  2.51917  1.602 4.008  4.215 10.6   0.032 0.00 11.365 11.750 11.507 11.774 12.009 12.192 11.564  2.519
 1   7.81  0.57  2.53218  1.610 4.009  4.214 11.4   0.035 0.00 12.144 12.525 12.280 12.549 12.786 12.971 12.339  2.532
 1   7.83 -0.11  1.28310  0.417 3.823  4.367 10.1   0.029 0.00 13.827 13.809 14.002 13.761 13.740 13.786 13.883  1.283
 1   7.83  0.09  2.15424  1.345 3.972  4.261 11.8   0.036 0.00 13.206 13.443 13.245 13.459 13.665 13.833 13.272  2.154
 1   7.85  0.25  1.54542  0.719 3.848  4.244  7.4   0.013 0.00 10.371 10.316 10.436 10.270 10.299 10.382 10.337  1.545
 1   7.87  0.09  1.58942  0.798 3.868  4.259  9.6   0.026 0.00 12.376 12.363 12.421 12.328 12.386 12.485 12.344  1.589
 1   7.87  0.23  1.58878  0.773 3.856  4.237  9.4   0.025 0.00 12.237 12.200 12.296 12.158 12.199 12.288 12.205  1.589
 1   7.87  0.33  1.65943  0.855 3.871  4.235 10.5   0.031 0.00 13.133 13.104 13.158 13.067 13.134 13.240 13.080  1.659
 1   7.89 -0.09  1.93617  1.206 3.962  4.312 12.0   0.037 0.00 13.755 13.962 13.783 13.974 14.167 14.330 13.799  1.936
 1   7.89  0.05  4.67921  2.774 4.168  3.953 12.5   0.037 0.00 10.334 11.611 11.292 11.652 11.937 12.182 11.402  4.679
 1   7.89  0.23  2.06273  1.251 3.946  4.233 12.2   0.037 0.00 13.844 13.974 13.819 13.978 14.160 14.318 13.824  2.063
 1   7.91 -0.11  3.31705  2.138 4.110  4.205 10.9   0.033 0.00 10.325 11.275 10.980 11.311 11.579 11.802 11.071  3.317
 1   7.91  0.11  1.96571  1.183 3.941  4.257 11.0   0.034 0.00 12.812 12.931 12.790 12.933 13.107 13.261 12.788  1.966
 1   7.91  0.13  3.59030  2.249 4.105  4.111  9.2   0.024 0.00  8.347  9.243  8.942  9.278  9.550  9.774  9.039  3.590
 1   7.91  0.41  3.89691  2.400 4.119  4.049 10.1   0.029 0.00  8.869  9.815  9.505  9.852 10.130 10.363  9.613  3.897
 1   7.91  0.45  1.49052  0.652 3.837  4.253 10.1   0.029 0.00 13.241 13.174 13.345 13.120 13.131 13.204 13.227  1.490
 1   7.93 -0.03  1.86150  1.119 3.940  4.294 11.8   0.036 0.00 13.772 13.901 13.763 13.903 14.073 14.225 13.759  1.861
 1   7.93  0.19  2.21621  1.382 3.969  4.223 10.7   0.032 0.00 12.016 12.229 12.034 12.243 12.449 12.616 12.060  2.216
 1   7.95 -0.11  2.05934  1.318 3.983  4.310 10.6   0.032 0.00 12.074 12.364 12.154 12.383 12.596 12.768 12.187  2.059
 1   7.95 -0.11  4.83290  2.903 4.172  3.855 12.4   0.037 0.00  9.913 11.230 10.910 11.271 11.554 11.799 11.020  4.833
 1   7.95  0.03  1.33508  0.469 3.820  4.321  9.1   0.023 0.00 12.697 12.658 12.862 12.607 12.585 12.632 12.738  1.335
 1   7.95  0.09  1.66414  0.885 3.884  4.257  9.7   0.027 0.00 12.258 12.262 12.271 12.234 12.321 12.435 12.210  1.664
 1   7.95  0.17  2.59551  1.662 4.016  4.198 10.5   0.031 0.00 11.114 11.544 11.295 11.570 11.808 11.992 11.356  2.596
 1   7.95  0.21  3.51300  2.210 4.092  4.087 12.3   0.037 0.00 11.544 12.371 12.079 12.405 12.672 12.888 12.173  3.513
 1   7.97 -0.25  1.77612  1.100 3.954  4.351  9.9   0.028 0.00 11.920 12.101 11.933 12.110 12.295 12.456 11.941  1.776
 1   7.97 -0.17  4.16652  2.595 4.161  4.054 12.3   0.037 0.00 10.583 11.841 11.526 11.881 12.162 12.403 11.631  4.167
 1   7.97  0.01  3.14578  2.029 4.081  4.177 10.4   0.031 0.00 10.096 10.879 10.593 10.912 11.174 11.385 10.678  3.146
 1   7.97  0.11  1.95184  1.172 3.938  4.254  8.4   0.019 0.00 10.239 10.338 10.197 10.338 10.512 10.667 10.194  1.952
 1   7.99 -0.29  3.70326  2.395 4.150  4.158 10.8   0.033 0.00  9.582 10.781 10.470 10.819 11.097 11.336 10.571  3.703
 1   7.99  0.11  1.69536  0.916 3.889  4.251  9.7   0.027 0.00 12.179 12.186 12.183 12.160 12.255 12.373 12.126  1.695
 1   7.99  0.15  1.98774  1.198 3.939  4.240 10.4   0.031 0.00 12.175 12.284 12.145 12.285 12.458 12.612 12.142  1.988
 1   7.99  0.21  3.27098  2.082 4.072  4.104 12.1   0.037 0.00 11.665 12.384 12.101 12.417 12.677 12.885 12.188  3.271
 1   7.99  0.23  2.86934  1.841 4.038  4.154 11.6   0.036 0.00 11.767 12.312 12.046 12.341 12.590 12.782 12.120  2.869
 1   7.99  0.37  1.68299  0.883 3.876  4.232 10.9   0.033 0.00 13.462 13.435 13.477 13.400 13.476 13.587 13.402  1.683
 1   8.01 -0.11  2.84580  1.883 4.069  4.230 11.3   0.035 0.00 11.362 12.090 11.812 12.122 12.378 12.583 11.892  2.846
 1   8.01  0.05  5.09506  3.166 3.934  2.662  9.3   0.024 0.00  6.156  6.241  6.049  6.254  6.449  6.548  6.092  5.095
 1   8.01  0.27  2.57348  1.648 4.009  4.182 11.6   0.036 0.00 12.250 12.645 12.402 12.670 12.904 13.086 12.460  2.573
 1   8.01  0.45  1.75736  0.964 3.892  4.232 10.6   0.032 0.00 12.961 12.946 12.941 12.917 13.021 13.147 12.883  1.757
 1   8.03 -0.07  2.24621  1.461 4.001  4.279 11.1   0.034 0.00 12.217 12.593 12.361 12.616 12.843 13.021 12.408  2.246
 1   8.03 -0.01  2.97518  1.944 4.067  4.184 10.6   0.032 0.00 10.511 11.222 10.943 11.254 11.512 11.716 11.024  2.975
 1   8.03  0.09  3.91134  2.454 4.118  3.993 11.8   0.036 0.00 10.434 11.413 11.111 11.450 11.721 11.947 11.211  3.911
 1   8.03  0.31  1.85988  1.069 3.911  4.229 10.7   0.032 0.00 12.797 12.827 12.762 12.811 12.946 13.085 12.728  1.860
 1   8.03  0.41  2.17376  1.350 3.961  4.215 11.4   0.035 0.00 12.794 12.965 12.783 12.975 13.175 13.341 12.804  2.174
 1   8.05 -0.29  2.43950  1.664 4.051  4.311 11.4   0.035 0.00 12.011 12.654 12.388 12.684 12.932 13.129 12.458  2.440
 1   8.05 -0.17  3.64029  2.358 4.129  4.103 10.4   0.031 0.00  9.276 10.339 10.035 10.376 10.650 10.880 10.133  3.640
 1   8.05 -0.11  1.88643  1.169 3.955  4.309  8.8   0.021 0.00 10.648 10.815 10.642 10.824 11.014 11.176 10.653  1.886
 1   8.05 -0.09  2.11615  1.362 3.986  4.291 10.8   0.033 0.00 12.164 12.470 12.255 12.490 12.705 12.878 12.291  2.116
 1   8.05  0.01  1.64483  0.883 3.889  4.273 11.0   0.034 0.00 13.562 13.586 13.583 13.561 13.654 13.769 13.526  1.645
 1   8.05  0.13  1.61578  0.823 3.869  4.245 11.1   0.034 0.00 13.812 13.803 13.861 13.768 13.827 13.926 13.783  1.616
 1   8.05  0.15  1.78895  1.013 3.903  4.237 11.4   0.035 0.00 13.638 13.669 13.625 13.650 13.769 13.900 13.582  1.789
 1   8.07 -0.13  2.98688  1.986 4.081  4.196 11.1   0.034 0.00 10.905 11.698 11.415 11.731 11.991 12.201 11.499  2.987
 1   8.07 -0.05  1.57482  0.819 3.882  4.289 10.7   0.032 0.00 13.423 13.442 13.460 13.415 13.493 13.601 13.397  1.575
 1   8.07  0.05  2.71898  1.776 4.037  4.191 12.8   0.038 0.00 13.129 13.683 13.422 13.712 13.958 14.148 13.491  2.719
 1   8.07  0.21  2.09991  1.289 3.950  4.217 11.0   0.034 0.00 12.547 12.686 12.522 12.693 12.881 13.040 12.531  2.100
 1   8.09 -0.11  1.72215  1.004 3.923  4.306 11.2   0.035 0.00 13.459 13.545 13.448 13.539 13.685 13.826 13.426  1.722
 1   8.09 -0.03  1.61434  0.861 3.888  4.281  7.0   0.011 0.00  9.617  9.623  9.616  9.597  9.691  9.809  9.560  1.614
 1   8.09  0.03  4.12771  2.607 4.118  3.864 11.0   0.034 0.00  9.253 10.236  9.934 10.272 10.544 10.768 10.034  4.128
 1   8.09  0.05  1.19744  0.238 3.792  4.390  9.1   0.023 0.00 13.274 13.227 13.532 13.167 13.102 13.117 13.374  1.197
 1   8.09  0.27  1.96662  1.173 3.929  4.221 10.2   0.030 0.00 12.038 12.109 11.991 12.104 12.266 12.416 11.979  1.967
 1   8.09  0.35  3.82082  2.424 4.095  3.922 11.8   0.036 0.00 10.509 11.336 11.039 11.371 11.640 11.857 11.140  3.821
 1   8.11  0.07  1.41839  0.586 3.833  4.282  9.0   0.022 0.00 12.304 12.267 12.430 12.220 12.220 12.282 12.319  1.418
 1   8.11  0.41  1.33491  0.437 3.809  4.308  6.2   0.008 0.00  9.879  9.789 10.050  9.726  9.694  9.739  9.903  1.335
 1   8.13 -0.01  2.37963  1.554 4.007  4.233 11.7   0.036 0.00 12.586 12.988 12.750 13.013 13.242 13.422 12.803  2.380
 1   8.13  0.03  1.73881  0.985 3.907  4.267 11.3   0.035 0.00 13.607 13.655 13.600 13.639 13.762 13.893 13.562  1.739
 1   8.13  0.13  3.13651  2.040 4.060  4.080 13.3   0.038 0.00 12.970 13.633 13.357 13.665 13.921 14.120 13.439  3.137
 1   8.13  0.23  2.03400  1.235 3.939  4.214 12.0   0.037 0.00 13.683 13.792 13.653 13.793 13.966 14.119 13.651  2.034
 1   8.13  0.27  1.94749  1.156 3.925  4.219  9.0   0.022 0.00 10.879 10.932 10.820 10.926 11.085 11.234 10.805  1.947
 1   8.13  0.31  1.24587  0.292 3.792  4.356  9.9   0.028 0.00 13.939 13.875 14.197 13.809 13.746 13.767 14.034  1.246
 1   8.15 -0.09  2.19996  1.440 3.995  4.269 10.0   0.029 0.00 11.171 11.517 11.289 11.539 11.762 11.939 11.333  2.200
 1   8.15  0.13  2.22219  1.408 3.972  4.211 10.6   0.032 0.00 11.849 12.079 11.878 12.095 12.303 12.471 11.907  2.222
 1   8.17  0.05  1.73942  0.983 3.905  4.259  8.3   0.018 0.00 10.611 10.639 10.585 10.621 10.744 10.877 10.546  1.739
 1   8.17  0.21  1.59175  0.782 3.856  4.228 10.7   0.032 0.00 13.514 13.485 13.583 13.443 13.483 13.570 13.492  1.592
 1   8.17  0.31  2.64456  1.716 4.011  4.133 10.6   0.032 0.00 11.080 11.478 11.230 11.503 11.740 11.922 11.291  2.645
 1   8.17  0.37  2.59017  1.678 4.005  4.142 12.2   0.037 0.00 12.776 13.148 12.906 13.172 13.406 13.586 12.964  2.590
 1   8.19 -0.31  2.13715  1.450 4.014  4.322 12.1   0.037 0.00 13.245 13.703 13.464 13.728 13.959 14.142 13.515  2.137
 1   8.19 -0.05  1.56309  0.807 3.879  4.286 10.0   0.029 0.00 12.753 12.765 12.790 12.737 12.810 12.916 12.725  1.563
 1   8.19  0.03  1.64180  0.879 3.886  4.263 10.3   0.030 0.00 12.872 12.887 12.892 12.860 12.948 13.061 12.833  1.642
 1   8.19  0.09  1.14688  0.132 3.778  4.423  9.6   0.026 0.00 14.040 13.993 14.352 13.928 13.842 13.842 14.177  1.147
 1   8.19  0.13  2.73364  1.790 4.024  4.128  9.8   0.027 0.00 10.096 10.568 10.309 10.596 10.839 11.025 10.377  2.734
 1   8.19  0.17  2.95480  1.934 4.038  4.073  9.6   0.026 0.00  9.535 10.074  9.805 10.104 10.354 10.546  9.881  2.955
 1   8.21 -0.21  2.79989  1.913 4.067  4.187 10.1   0.029 0.00 10.087 10.807 10.529 10.839 11.095 11.298 10.609  2.800
 1   8.21 -0.19  4.31105  2.941 3.755  2.099  9.7   0.027 0.00  7.116  7.076  7.480  7.013  6.898  6.866  7.276  4.311
 1   8.21 -0.11  2.18423  1.437 3.994  4.264 11.9   0.037 0.00 13.079 13.427 13.203 13.449 13.670 13.844 13.246  2.184
 1   8.21 -0.09  1.28308  0.423 3.822  4.356  8.9   0.022 0.00 12.613 12.585 12.780 12.537 12.516 12.562 12.660  1.283
 1   8.21 -0.05  1.91453  1.185 3.949  4.278 10.4   0.031 0.00 12.208 12.360 12.198 12.367 12.550 12.708 12.204  1.914
 1   8.21  0.11  1.90887  1.141 3.928  4.237 11.4   0.035 0.00 13.317 13.402 13.288 13.398 13.556 13.703 13.274  1.909
 1   8.23 -0.11  2.72421  1.840 4.048  4.171 11.1   0.034 0.00 11.271 11.886 11.618 11.916 12.166 12.359 11.691  2.724
 1   8.23  0.15  1.66956  0.883 3.877  4.232  9.7   0.027 0.00 12.261 12.251 12.281 12.219 12.295 12.403 12.212  1.669
 1   8.23  0.15  3.96849  2.609 4.040  3.533 10.2   0.030 0.00  8.446  8.995  8.721  9.025  9.276  9.456  8.807  3.968
 1   8.23  0.15  1.93858  1.162 3.928  4.222 10.3   0.030 0.00 12.164 12.241 12.125 12.237 12.397 12.545 12.112  1.939
 1   8.23  0.29  3.92924  2.580 4.039  3.555 10.9   0.033 0.00  9.220  9.756  9.482  9.786 10.038 10.219  9.570  3.929
 1   8.23  0.41  1.85784  1.074 3.909  4.214  7.7   0.015 0.00  9.785  9.787  9.723  9.768  9.905 10.046  9.687  1.858
 1   8.25 -0.15  2.21632  1.477 4.002  4.260 11.5   0.036 0.00 12.576 12.962 12.730 12.986 13.212 13.389 12.778  2.216
 1   8.25 -0.03  2.36318  1.559 4.003  4.210 11.4   0.035 0.00 12.273 12.657 12.421 12.680 12.908 13.085 12.472  2.363
 1   8.25  0.01  1.49266  0.701 3.853  4.268 10.6   0.032 0.00 13.617 13.605 13.707 13.566 13.596 13.676 13.616  1.493
 1   8.25  0.11  3.81772  2.524 4.049  3.640 11.7   0.036 0.00 10.161 10.767 10.491 10.797 11.050 11.235 10.578  3.818
 1   8.25  0.17  2.86238  1.884 4.026  4.062 12.3   0.037 0.00 12.359 12.848 12.589 12.876 13.120 13.304 12.659  2.862
 1   8.25  0.31  2.80310  1.839 4.019  4.070 11.7   0.036 0.00 11.872 12.315 12.060 12.342 12.584 12.766 12.128  2.803
 1   8.27 -0.35  0.83567 -0.404 3.728  4.623  7.9   0.016 0.00 13.680 13.684 14.207 13.618 13.451 13.386 14.005  0.836
 1   8.27 -0.15  1.84063  1.147 3.949  4.300 10.9   0.033 0.00 12.802 12.963 12.803 12.970 13.152 13.309 12.808  1.840
 1   8.27 -0.05  2.54156  1.703 4.023  4.177 10.5   0.031 0.00 11.013 11.493 11.240 11.520 11.760 11.944 11.302  2.542
 1   8.27  0.05  3.48578  2.319 4.063  3.859 12.3   0.037 0.00 11.272 11.956 11.677 11.988 12.244 12.440 11.763  3.486
 1   8.27  0.15  1.76390  0.991 3.897  4.226 10.4   0.031 0.00 12.694 12.710 12.684 12.687 12.796 12.922 12.634  1.764
 1   8.27  0.17  1.34482  0.459 3.813  4.303  9.9   0.028 0.00 13.522 13.472 13.711 13.415 13.383 13.423 13.574  1.345
 1   8.27  0.23  2.18041  1.371 3.956  4.177 12.4   0.037 0.00 13.743 13.909 13.734 13.918 14.112 14.273 13.750  2.180
 1   8.27  0.29  2.45112  1.588 3.987  4.133 10.8   0.033 0.00 11.601 11.887 11.664 11.907 12.129 12.301 11.709  2.451
 1   8.27  0.57  3.04181  2.008 4.034  3.993 10.9   0.033 0.00 10.649 11.146 10.877 11.175 11.427 11.617 10.957  3.042
 1   8.29 -0.33  1.85266  1.214 3.976  4.343 10.1   0.029 0.00 11.835 12.106 11.905 12.123 12.330 12.500 11.931  1.853
 1   8.29 -0.19  3.14327  2.161 4.077  4.027  8.8   0.021 0.00  8.168  8.930  8.643  8.962  9.223  9.430  8.729  3.143
 1   8.29 -0.11  3.01869  2.057 4.062  4.057 11.0   0.034 0.00 10.628 11.319 11.043 11.351 11.606 11.804 11.123  3.019
 1   8.29 -0.05  2.26960  1.496 3.993  4.218 11.1   0.034 0.00 12.130 12.470 12.244 12.491 12.713 12.887 12.288  2.270
 1   8.29 -0.03  1.37140  0.548 3.833  4.306 10.1   0.029 0.00 13.501 13.480 13.642 13.434 13.431 13.489 13.532  1.371
 1   8.29 -0.01  1.34764  0.506 3.826  4.311  9.9   0.028 0.00 13.406 13.377 13.562 13.329 13.315 13.366 13.445  1.348
 1   8.29  0.09  1.98560  1.222 3.941  4.225 11.0   0.034 0.00 12.715 12.837 12.692 12.840 13.015 13.168 12.692  1.986
 1   8.29  0.11  3.99446  2.587 3.680  2.118  9.8   0.027 0.00  8.103  8.199  8.998  8.119  7.873  7.741  8.685  3.994
 1   8.29  0.15  3.18762  2.119 4.042  3.939  8.0   0.016 0.00  7.473  8.026  7.749  8.056  8.310  8.502  7.831  3.188
 1   8.29  0.19  2.06085  1.268 3.940  4.190  9.7   0.027 0.00 11.299 11.404 11.258 11.406 11.583 11.737 11.259  2.061
 1   8.29  0.19  4.06599  2.661 3.657  1.959 13.0   0.038 0.00 11.119 11.312 12.252 11.236 10.936 10.760 11.931  4.066
 1   8.29  0.23  2.74146  1.804 4.011  4.063 11.3   0.035 0.00 11.560 11.968 11.720 11.994 12.230 12.409 11.782  2.741
 1   8.29  0.31  2.44713  1.587 3.985  4.127 10.3   0.030 0.00 11.102 11.378 11.156 11.397 11.619 11.791 11.200  2.447
 1   8.31 -0.35  2.70883  1.916 4.070  4.180 11.4   0.035 0.00 11.380 12.129 11.853 12.161 12.415 12.617 11.931  2.709
 1   8.31 -0.17  1.86127  1.176 3.955  4.298 10.8   0.033 0.00 12.629 12.812 12.643 12.822 13.009 13.169 12.653  1.861
 1   8.31 -0.09  2.87579  1.960 4.050  4.082 10.1   0.029 0.00  9.970 10.591 10.318 10.621 10.873 11.066 10.395  2.876
 1   8.31 -0.05  1.42049  0.626 3.846  4.293  7.7   0.015 0.00 10.904 10.879 10.996 10.838 10.858 10.933 10.901  1.420
 1   8.31 -0.03  1.73701  1.004 3.912  4.269 10.9   0.033 0.00 13.160 13.221 13.151 13.209 13.340 13.474 13.119  1.737
 1   8.31  0.03  3.83392  2.735 3.646  1.818 12.4   0.037 0.00 10.332 10.574 11.546 10.505 10.183  9.987 11.225  3.834
 1   8.31  0.07  2.37225  1.553 3.990  4.165 12.1   0.037 0.00 12.989 13.305 13.083 13.326 13.546 13.718 13.126  2.372
 1   8.31  0.27  2.22308  1.410 3.960  4.161 12.3   0.037 0.00 13.545 13.722 13.540 13.733 13.931 14.093 13.561  2.223
 1   8.31  0.29  2.68634  1.768 4.005  4.066 12.1   0.037 0.00 12.449 12.825 12.582 12.850 13.084 13.260 12.642  2.686
 1   8.33 -0.29  2.05927  1.393 3.998  4.296 11.8   0.036 0.00 13.088 13.463 13.237 13.485 13.707 13.883 13.279  2.059
 1   8.33 -0.25  1.54888  0.860 3.903  4.327 11.2   0.035 0.00 13.821 13.883 13.840 13.866 13.977 14.103 13.797  1.549
 1   8.33 -0.15  1.33528  0.532 3.840  4.336 10.3   0.030 0.00 13.740 13.735 13.875 13.692 13.698 13.761 13.773  1.335
 1   8.33 -0.09  1.66388  0.943 3.906  4.284  9.7   0.027 0.00 12.112 12.159 12.106 12.143 12.263 12.393 12.067  1.664
 1   8.33  0.01  3.65240  2.478 4.021  3.554 11.4   0.035 0.00  9.976 10.448 10.187 10.476 10.717 10.884 10.263  3.652
 1   8.33  0.03  3.51296  2.377 4.038  3.706 10.6   0.032 0.00  9.427  9.980  9.710 10.010 10.258 10.439  9.791  3.513
 1   8.33  0.05  2.27440  1.481 3.980  4.181  9.9   0.028 0.00 10.967 11.235 11.021 11.253 11.469 11.638 11.058  2.274
 1   8.33  0.13  2.00292  1.233 3.938  4.205 10.7   0.032 0.00 12.389 12.497 12.358 12.498 12.671 12.822 12.356  2.003
 1   8.33  0.15  3.34705  2.247 4.034  3.797 13.7   0.038 0.00 12.854 13.381 13.115 13.410 13.657 13.837 13.193  3.347
 1   8.33  0.23  1.22811  0.264 3.789  4.363  9.3   0.024 0.00 13.410 13.349 13.678 13.284 13.216 13.231 13.512  1.228
