#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   Kepler g      r      i      z      DDO51_finf   Mact
 1   6.61  0.13 22.62038  4.876 4.538  4.011 15.3   0.038 0.00  7.881 11.236 10.802 11.311 11.673 12.024 10.972 22.391
 1   6.67 -0.05  3.86663  2.318 4.164  4.309 10.9   0.033 0.00  9.876 11.137 10.821 11.177 11.460 11.707 10.925  3.867
 1   6.67  0.37  1.75029  0.957 3.892  4.239 10.0   0.029 0.00 12.376 12.366 12.357 12.339 12.444 12.570 12.301  1.750
 1   6.75  0.51  4.48573  2.537 4.183  4.229 10.1   0.029 0.00  8.527  9.826  9.488  9.871 10.168 10.430  9.611  4.486
 1   6.85  0.41  3.09850  1.933 4.076  4.246  5.5   0.006 0.00  5.439  6.137  5.840  6.171  6.440  6.660  5.933  3.099
 1   6.91  0.09  1.35513  0.482 3.820  4.314  8.3   0.018 0.00 11.866 11.817 12.023 11.764 11.744 11.793 11.897  1.355
 1   6.95  0.15  3.19469  1.988 4.089  4.256 11.7   0.036 0.00 11.501 12.318 12.029 12.352 12.617 12.834 12.118  3.195
 1   6.95  0.27  2.01545  1.201 3.941  4.253 11.4   0.035 0.00 13.168 13.279 13.137 13.281 13.457 13.613 13.136  2.015
 1   6.97  0.11  2.17872  1.352 3.977  4.279 10.2   0.030 0.00 11.590 11.840 11.634 11.857 12.069 12.241 11.665  2.179
 1   6.97  0.17  4.46193  2.536 4.182  4.225 11.8   0.036 0.00 10.231 11.574 11.248 11.617 11.907 12.163 11.361  4.462
 1   7.01  0.19 22.25334  5.270 3.755  0.383 10.8   0.033 0.00  2.395  2.310  2.754  2.234  2.129  2.097  2.520 17.813
 1   7.01  0.33  1.95292  1.146 3.931  4.251 11.9   0.037 0.00 13.804 13.881 13.764 13.876 14.040 14.191 13.752  1.953
 1   7.05  0.51  1.42785  0.562 3.826  4.280  9.5   0.025 0.00 12.864 12.784 12.993 12.725 12.719 12.782 12.862  1.428
 1   7.07  0.19  3.20279  1.989 4.085  4.240 11.2   0.035 0.00 10.997 11.788 11.499 11.822 12.086 12.302 11.588  3.203
 1   7.11 -0.03  1.84848  1.099 3.940  4.310 11.4   0.035 0.00 13.422 13.550 13.413 13.552 13.721 13.874 13.408  1.848
 1   7.11  0.01  3.45538  2.135 4.124  4.284 11.8   0.036 0.00 11.232 12.260 11.959 12.297 12.569 12.801 12.055  3.455
 1   7.11  0.11  1.28351  0.365 3.805  4.346  8.8   0.021 0.00 12.656 12.604 12.864 12.546 12.502 12.534 12.720  1.284
 1   7.13 -0.01  1.19375  0.237 3.794  4.401  9.2   0.024 0.00 13.377 13.335 13.626 13.278 13.215 13.233 13.473  1.194
 1   7.17 -0.25  2.42552  1.615 4.056  4.378  9.9   0.028 0.00 10.634 11.296 11.026 11.327 11.578 11.780 11.097  2.426
 1   7.17  0.07  8.18983  3.536 4.335  4.099 10.8   0.033 0.00  6.729  8.988  8.606  9.046  9.377  9.681  8.749  8.190
 1   7.27  0.01  1.28545  0.392 3.812  4.348  9.1   0.023 0.00 12.890 12.851 13.082 12.798 12.763 12.800 12.949  1.285
