#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   Kepler g      r      i      z      DDO51_finf   Mact
 1   8.15 -0.17  3.61816  2.386 4.115  4.017 10.5   0.036 0.00  9.305 10.292  9.995 10.328 10.597 10.819 10.090  3.618
 1   8.15  0.01  2.49637  1.639 4.017  4.210 10.5   0.036 0.00 11.172 11.624 11.376 11.650 11.886 12.068 11.435  2.496
 1   8.15  0.03  1.68589  0.928 3.896  4.265 11.1   0.037 0.00 13.550 13.582 13.561 13.560 13.663 13.785 13.510  1.686
 1   8.15  0.09  1.19766  0.229 3.789  4.388  8.8   0.027 0.00 12.997 12.951 13.270 12.889 12.819 12.831 13.108  1.198
 1   8.15  0.39  4.07538  2.614 4.077  3.689  8.0   0.022 0.00  6.235  6.948  6.653  6.981  7.248  7.456  6.754  4.075
 1   8.17 -0.15  3.18167  2.131 4.090  4.114  7.4   0.018 0.00  6.843  7.671  7.379  7.705  7.970  8.185  7.467  3.182
 1   8.17 -0.07  1.59505  0.854 3.889  4.288  9.1   0.029 0.00 11.736 11.762 11.757 11.738 11.829 11.944 11.701  1.595
 1   8.19  0.11  1.61436  0.829 3.870  4.244 10.3   0.035 0.00 12.996 12.991 13.044 12.957 13.018 13.118 12.968  1.614
 1   8.19  0.19  1.58157  0.772 3.855  4.230  8.9   0.028 0.00 11.740 11.708 11.808 11.666 11.704 11.790 11.716  1.581
 1   8.21  0.23  2.48712  1.608 3.993  4.145 11.0   0.037 0.00 11.751 12.074 11.846 12.096 12.321 12.494 11.894  2.487
 1   8.21  0.27  2.30471  1.467 3.973  4.172  6.1   0.012 0.00  7.201  7.409  7.197  7.424  7.639  7.812  7.232  2.305
 1   8.23 -0.11  0.69253 -0.864 3.654  4.704  6.1   0.012 0.00 13.029 13.230 14.165 13.162 12.841 12.663 14.140  0.693
 1   8.23  0.21  2.44054  1.574 3.987  4.147  9.5   0.031 0.00 10.335 10.628 10.404 10.647 10.869 11.041 10.449  2.441
 1   8.25 -0.11  3.08807  2.088 4.071  4.070  9.8   0.033 0.00  9.350 10.087  9.806 10.120 10.377 10.580  9.890  3.088
 1   8.25 -0.07  1.85861  1.140 3.942  4.281 10.8   0.036 0.00 12.721 12.858 12.715 12.861 13.033 13.186 12.713  1.858
 1   8.25  0.15  1.25266  0.312 3.796  4.354 10.1   0.034 0.00 14.089 14.043 14.342 13.982 13.922 13.943 14.186  1.253
 1   8.27 -0.09  1.00242 -0.129 3.752  4.522  8.8   0.027 0.00 13.892 13.870 14.315 13.803 13.674 13.641 14.120  1.002
 1   8.27  0.07  1.34247  0.478 3.819  4.309  9.6   0.032 0.00 13.175 13.139 13.353 13.087 13.063 13.107 13.225  1.342
 1   8.27  0.19  2.32544  1.490 3.974  4.157 11.4   0.037 0.00 12.444 12.682 12.477 12.698 12.909 13.076 12.510  2.325
 1   8.29 -0.19  3.07909  2.119 4.074  4.051  9.7   0.032 0.00  9.173  9.932  9.651  9.965 10.223 10.427  9.735  3.079
 1   8.29  0.09  1.55217  0.761 3.859  4.249 10.5   0.036 0.00 13.368 13.356 13.443 13.317 13.359 13.446 13.357  1.552
 1   8.31 -0.01  1.43687  0.634 3.844  4.283 10.7   0.036 0.00 13.884 13.873 14.003 13.831 13.845 13.914 13.904  1.437
 1   8.31  0.15  3.41215  2.281 4.040  3.794 11.0   0.037 0.00 10.067 10.621 10.352 10.651 10.901 11.084 10.433  3.412
 1   8.31  0.41  0.99154 -0.204 3.734  4.519  8.5   0.025 0.00 13.780 13.751 14.318 13.667 13.515 13.466 14.119  0.992
 1   8.33 -0.21  1.80129  1.130 3.950  4.310 10.6   0.036 0.00 12.546 12.714 12.554 12.721 12.903 13.059 12.559  1.801
 1   8.33 -0.15  0.66891 -0.914 3.649  4.721  5.3   0.009 0.00 12.356 12.571 13.530 12.505 12.172 11.987 13.516  0.669
 1   8.33  0.09  1.64083  0.869 3.878  4.241 10.7   0.036 0.00 13.298 13.302 13.333 13.271 13.345 13.451 13.264  1.641
 1   8.33  0.11  3.06883  2.059 4.035  3.952 10.9   0.036 0.00 10.523 11.058 10.793 11.087 11.334 11.519 10.869  3.069
 1   8.33  0.31  1.38772  0.520 3.818  4.279  9.9   0.033 0.00 13.370 13.312 13.542 13.255 13.233 13.281 13.406  1.388
 1   8.35 -0.31  2.50899  1.770 4.047  4.202 10.9   0.036 0.00 11.246 11.871 11.607 11.901 12.148 12.340 11.677  2.509
 1   8.35  0.07  1.42880  0.607 3.835  4.273 10.6   0.036 0.00 13.853 13.829 13.990 13.782 13.783 13.845 13.879  1.429
 1   8.35  0.15  1.97639  1.205 3.931  4.200 11.5   0.037 0.00 13.257 13.349 13.227 13.347 13.510 13.657 13.217  1.976
 1   8.35  0.21  2.74005  1.817 4.006  4.028 10.5   0.036 0.00 10.727 11.110 10.866 11.135 11.369 11.544 10.927  2.740
 1   8.35  0.21  2.25876  1.444 3.963  4.145 11.6   0.037 0.00 12.760 12.952 12.765 12.964 13.164 13.326 12.788  2.259
 1   8.37 -0.15  1.68157  0.985 3.918  4.295 10.1   0.034 0.00 12.408 12.487 12.403 12.478 12.616 12.753 12.376  1.681
 1   8.37  0.15  2.23298  1.434 3.963  4.153  9.0   0.029 0.00 10.186 10.377 10.186 10.389 10.591 10.754 10.210  2.233
 1   8.37  0.27  3.67366  2.377 3.674  2.268  8.8   0.027 0.00  7.629  7.742  8.591  7.658  7.400  7.258  8.281  3.674
 1   8.39 -0.21  2.12846  1.438 3.994  4.249  9.3   0.030 0.00 10.476 10.821 10.596 10.843 11.064 11.238 10.639  2.128
 1   8.39  0.31  2.58087  1.707 3.990  4.048 11.3   0.037 0.00 11.803 12.106 11.878 12.126 12.351 12.521 11.928  2.581
 1   8.39  0.41  1.96544  1.188 3.923  4.182 10.5   0.036 0.00 12.301 12.350 12.248 12.341 12.497 12.643 12.230  1.965
 1   8.41 -0.09  0.99320 -0.146 3.750  4.527  8.6   0.026 0.00 13.734 13.713 14.166 13.645 13.513 13.477 13.969  0.993
 1   8.41  0.01  1.20185  0.264 3.796  4.382  9.8   0.033 0.00 13.909 13.874 14.165 13.816 13.754 13.772 14.012  1.202
 1   8.41  0.15  1.28238  0.371 3.802  4.331  9.5   0.031 0.00 13.342 13.294 13.568 13.235 13.185 13.214 13.419  1.282
 1   8.41  0.23  1.87747  1.104 3.909  4.190  9.3   0.030 0.00 11.310 11.340 11.277 11.324 11.456 11.592 11.242  1.877
 1   8.41  0.33  0.89479 -0.425 3.703  4.573  7.8   0.021 0.00 13.632 13.662 14.361 13.577 13.372 13.279 14.197  0.895
 1   8.43 -0.15  1.99962  1.310 3.969  4.249 10.1   0.034 0.00 11.594 11.828 11.636 11.843 12.044 12.208 11.659  2.000
 1   8.43 -0.09  1.70341  0.994 3.913  4.272 10.1   0.034 0.00 12.386 12.452 12.381 12.440 12.571 12.705 12.349  1.703
 1   8.43  0.13  2.10708  1.335 3.948  4.164 11.4   0.037 0.00 12.833 12.973 12.812 12.979 13.164 13.318 12.821  2.107
 1   8.43  0.13  2.76608  1.871 4.003  3.967 13.1   0.038 0.00 13.193 13.570 13.328 13.595 13.827 13.997 13.388  2.766
 1   8.43  0.19  2.30249  1.493 3.963  4.106 11.5   0.037 0.00 12.539 12.733 12.544 12.745 12.947 13.107 12.569  2.302
 1   8.43  0.39  1.09657  0.019 3.761  4.449  9.3   0.030 0.00 14.023 13.968 14.419 13.891 13.781 13.765 14.226  1.097
 1   8.45  0.07  1.56424  0.788 3.863  4.242  8.0   0.022 0.00 10.800 10.781 10.851 10.745 10.796 10.889 10.770  1.564
 1   8.45  0.15  1.24634  0.311 3.795  4.351  6.4   0.013 0.00 10.394 10.330 10.623 10.268 10.211 10.235 10.468  1.246
 1   8.45  0.23  1.96445  1.192 3.921  4.170 11.0   0.037 0.00 12.790 12.849 12.752 12.841 12.991 13.133 12.732  1.964
 1   8.45  0.31  1.21400  0.243 3.786  4.369  9.4   0.031 0.00 13.563 13.502 13.849 13.434 13.361 13.374 13.678  1.214
 1   8.47  0.03  1.90678  1.175 3.932  4.216  8.0   0.022 0.00  9.833  9.922  9.794  9.921 10.085 10.234  9.786  1.906
 1   8.47  0.07  1.57942  0.809 3.866  4.239 10.4   0.035 0.00 13.148 13.143 13.207 13.108 13.162 13.257 13.128  1.579
 1   8.49 -0.19  2.73727  1.956 4.024  3.962  9.5   0.031 0.00  9.381  9.876  9.618  9.904 10.144 10.322  9.686  2.737
 1   8.49 -0.11  1.52784  0.794 3.878  4.285  9.9   0.033 0.00 12.684 12.704 12.732 12.675 12.746 12.850 12.666  1.528
 1   8.49  0.01  1.50032  0.723 3.854  4.254 10.9   0.036 0.00 13.863 13.856 13.955 13.817 13.849 13.929 13.865  1.500
 1   8.49  0.21  0.89001 -0.435 3.702  4.575  6.7   0.015 0.00 12.557 12.590 13.278 12.507 12.300 12.205 13.114  0.890
 1   8.49  0.21  2.59243  1.742 3.978  3.970 10.2   0.035 0.00 10.616 10.870 10.653 10.889 11.106 11.269 10.696  2.592
 1   8.49  0.31  3.36202  2.236 3.677  2.382  8.9   0.028 0.00  8.080  8.182  9.019  8.098  7.846  7.709  8.715  3.362
 1   8.51 -0.35  1.25121  0.467 3.845  4.394  7.4   0.018 0.00 11.002 11.009 11.126 10.971 10.983 11.051 11.034  1.251
 1   8.51 -0.15  3.30673  2.345 3.703  2.371 11.7   0.038 0.00 10.609 10.660 11.314 10.587 10.378 10.277 11.031  3.307
 1   8.51 -0.01  1.88438  1.168 3.932  4.218  9.5   0.031 0.00 11.351 11.451 11.325 11.450 11.612 11.759 11.317  1.884
 1   8.53 -0.35  1.38755  0.689 3.873  4.330  9.0   0.029 0.00 12.047 12.080 12.117 12.051 12.110 12.207 12.049  1.387
 1   8.53 -0.19  2.03591  1.371 3.973  4.214 11.5   0.037 0.00 12.843 13.099 12.900 13.116 13.321 13.485 12.928  2.036
 1   8.53  0.03  3.32806  2.269 3.686  2.379 10.7   0.036 0.00  9.797  9.889 10.645  9.811  9.574  9.449 10.347  3.328
 1   8.53  0.03  3.04859  2.151 3.958  3.549 11.2   0.037 0.00 10.593 10.776 10.574 10.791 10.995 11.133 10.613  3.049
 1   8.55 -0.13  1.65835  0.967 3.908  4.270 10.1   0.034 0.00 12.451 12.513 12.453 12.499 12.622 12.752 12.417  1.658
 1   8.55 -0.09  2.10158  1.404 3.966  4.166 10.4   0.035 0.00 11.660 11.882 11.690 11.896 12.097 12.257 11.714  2.102
 1   8.55  0.05  2.01188  1.281 3.939  4.163  9.7   0.032 0.00 11.267 11.384 11.240 11.387 11.561 11.711 11.240  2.012
 1   8.55  0.07  2.65456  1.837 3.980  3.893  9.8   0.033 0.00  9.978 10.249 10.027 10.269 10.487 10.647 10.073  2.655
 1   8.55  0.35  1.34635  0.466 3.811  4.290  9.1   0.029 0.00 12.706 12.640 12.896 12.579 12.545 12.588 12.752  1.346
 1   8.57  0.11  1.09760  0.042 3.767  4.450  9.2   0.030 0.00 13.866 13.826 14.230 13.757 13.653 13.640 14.044  1.098
 1   8.57  0.21  2.08267  1.318 3.929  4.102  8.9   0.028 0.00 10.375 10.447 10.321 10.445 10.610 10.757 10.315  2.083
 1   8.57  0.29  1.16743  0.159 3.776  4.398  7.7   0.020 0.00 12.072 12.005 12.382 11.934 11.849 11.852 12.203  1.167
 1   8.59  0.01  1.26070  0.374 3.807  4.340  9.3   0.030 0.00 13.135 13.100 13.349 13.046 13.003 13.034 13.209  1.261
 1   8.59  0.07  2.18667  1.446 3.952  4.084  7.4   0.018 0.00  8.554  8.695  8.516  8.704  8.897  9.054  8.533  2.187
 1   8.59  0.29  3.12591  2.129 3.678  2.463 11.4   0.037 0.00 10.848 10.956 11.784 10.872 10.621 10.484 11.483  3.126
 1   8.61 -0.13  1.39063  0.623 3.850  4.304  8.6   0.026 0.00 11.814 11.808 11.915 11.769 11.793 11.868 11.824  1.390
 1   8.61 -0.09  0.69254 -0.868 3.653  4.703  4.3   0.006 0.00 11.239 11.440 12.383 11.371 11.048 10.869 12.364  0.693
 1   8.61 -0.03  2.15100  1.443 3.957  4.103 11.7   0.038 0.00 12.863 13.049 12.869 13.061 13.255 13.410 12.888  2.151
 1   8.61  0.31  2.04132  1.285 3.922  4.098  9.0   0.029 0.00 10.557 10.604 10.496 10.597 10.753 10.897 10.481  2.041
 1   8.61  0.43  2.36621  1.585 3.948  3.964  8.6   0.026 0.00  9.408  9.517  9.344  9.523  9.717  9.872  9.363  2.366
 1   8.63 -0.35  1.55802  0.929 3.918  4.319  8.4   0.025 0.00 10.848 10.933 10.845 10.924 11.061 11.198 10.819  1.558
 1   8.63  0.05  2.19973  1.472 3.950  4.055 11.7   0.038 0.00 12.790 12.941 12.770 12.950 13.139 13.291 12.785  2.200
 1   8.63  0.09  1.44285  0.635 3.836  4.251  9.5   0.031 0.00 12.682 12.651 12.809 12.604 12.608 12.671 12.699  1.443
 1   8.63  0.21  2.77104  1.936 3.918  3.563 11.4   0.037 0.00 11.330 11.375 11.254 11.372 11.532 11.656 11.253  2.771
 1   8.65 -0.15  1.77399  1.116 3.929  4.232  5.1   0.008 0.00  7.081  7.160  7.034  7.158  7.319  7.467  7.024  1.773
 1   8.65 -0.13  0.83047 -0.494 3.706  4.622  7.6   0.020 0.00 13.606 13.645 14.281 13.571 13.368 13.276 14.101  0.830
 1   8.65 -0.09  1.67725  0.985 3.903  4.237 10.0   0.034 0.00 12.308 12.356 12.309 12.339 12.456 12.582 12.268  1.677
 1   8.65 -0.03  2.05569  1.361 3.945  4.116  8.6   0.026 0.00  9.967 10.099  9.938 10.106 10.289 10.440  9.946  2.056
 1   8.65  0.05  2.52719  1.773 3.952  3.820  9.1   0.029 0.00  9.438  9.588  9.402  9.599  9.795  9.941  9.428  2.527
 1   8.65  0.11  2.22141  1.483 3.942  4.017 10.4   0.035 0.00 11.461 11.584 11.427 11.589 11.771 11.918 11.436  2.221
 1   8.65  0.19  2.45047  1.673 3.940  3.861 10.4   0.035 0.00 10.988 11.097 10.939 11.103 11.285 11.428 10.952  2.450
 1   8.65  0.23  1.12109  0.073 3.767  4.428  9.3   0.030 0.00 13.887 13.838 14.252 13.767 13.664 13.653 14.065  1.121
 1   8.65  0.29  1.72824  0.967 3.877  4.164  9.9   0.033 0.00 12.253 12.233 12.267 12.200 12.278 12.387 12.196  1.728
 1   8.67 -0.31  2.20223  1.610 3.987  4.064 11.8   0.038 0.00 12.544 12.870 12.650 12.891 13.107 13.271 12.692  2.202
 1   8.67 -0.29  0.72461 -0.717 3.679  4.676  6.4   0.013 0.00 12.963 13.074 13.836 13.002 12.745 12.611 13.720  0.725
 1   8.67 -0.19  2.19697  1.560 3.972  4.056 10.4   0.035 0.00 11.271 11.523 11.318 11.540 11.748 11.907 11.351  2.197
 1   8.67 -0.17  1.77626  1.128 3.931  4.228 10.2   0.035 0.00 12.151 12.259 12.138 12.258 12.417 12.561 12.127  1.775
 1   8.67 -0.11  1.45555  0.714 3.862  4.279 10.8   0.036 0.00 13.785 13.794 13.870 13.760 13.802 13.888 13.789  1.455
 1   8.67 -0.07  1.56179  0.843 3.879  4.251 10.9   0.036 0.00 13.563 13.583 13.607 13.555 13.628 13.733 13.542  1.561
 1   8.67 -0.03  2.83981  1.945 3.697  2.681  9.3   0.030 0.00  9.207  9.265  9.951  9.189  8.973  8.866  9.670  2.840
 1   8.67  0.09  1.36397  0.524 3.821  4.279  8.8   0.027 0.00 12.259 12.218 12.422 12.166 12.147 12.195 12.297  1.364
 1   8.67  0.13  1.90360  1.173 3.910  4.129  8.1   0.023 0.00  9.936  9.967  9.895  9.954 10.088 10.223  9.865  1.903
 1   8.67  0.13  1.35538  0.502 3.817  4.282  8.4   0.025 0.00 11.916 11.868 12.088 11.814 11.788 11.833 11.957  1.355
 1   8.67  0.13  1.49370  0.699 3.841  4.225 10.1   0.034 0.00 13.124 13.094 13.236 13.048 13.062 13.131 13.131  1.493
 1   8.67  0.35  1.60566  0.825 3.855  4.183  9.4   0.031 0.00 12.108 12.061 12.167 12.016 12.056 12.145 12.071  1.605
 1   8.69 -0.19  1.33903  0.572 3.846  4.321 10.3   0.035 0.00 13.639 13.644 13.766 13.605 13.618 13.687 13.671  1.339
 1   8.69 -0.01  1.68570  0.973 3.892  4.207 11.3   0.037 0.00 13.638 13.668 13.652 13.645 13.744 13.861 13.600  1.685
 1   8.69  0.03  2.31155  1.597 3.946  3.936  8.3   0.024 0.00  9.076  9.206  9.033  9.214  9.403  9.551  9.050  2.312
 1   8.69  0.31  2.06759  1.326 3.917  4.042 12.0   0.038 0.00 13.455 13.498 13.407 13.489 13.637 13.774 13.386  2.068
 1   8.69  0.39  1.40428  0.560 3.821  4.254 10.1   0.034 0.00 13.470 13.406 13.630 13.347 13.330 13.383 13.495  1.404
 1   8.69  0.43  1.00083 -0.176 3.737  4.508  7.9   0.022 0.00 13.110 13.072 13.625 12.988 12.842 12.799 13.425  1.001
 1   8.71 -0.39  2.58896  1.922 3.719  2.750 10.4   0.035 0.00 10.364 10.397 10.954 10.333 10.147 10.064 10.702  2.589
 1   8.71 -0.31  1.56468  0.933 3.912  4.294 10.5   0.036 0.00 12.937 13.018 12.949 13.007 13.133 13.264 12.917  1.564
 1   8.71 -0.29  2.42164  1.828 3.954  3.756 11.4   0.037 0.00 11.600 11.785 11.597 11.798 11.993 12.133 11.625  2.422
 1   8.71 -0.21  2.55451  1.938 3.933  3.585 11.1   0.037 0.00 11.025 11.134 10.977 11.141 11.316 11.443 10.992  2.555
 1   8.71 -0.19  1.64174  0.987 3.910  4.252 11.2   0.037 0.00 13.503 13.572 13.508 13.560 13.685 13.815 13.474  1.641
 1   8.71 -0.05  2.05357  1.381 3.941  4.079  9.7   0.032 0.00 11.018 11.144 10.992 11.149 11.326 11.473 10.997  2.054
 1   8.71  0.09  2.65179  1.928 3.792  3.046 10.5   0.036 0.00 10.450 10.393 10.681 10.335 10.277 10.290 10.522  2.652
 1   8.71  0.49  1.34859  0.479 3.811  4.280  9.6   0.032 0.00 13.173 13.096 13.361 13.033 13.002 13.047 13.212  1.348
 1   8.73 -0.31  1.82753  1.245 3.952  4.211 10.7   0.036 0.00 12.358 12.540 12.372 12.550 12.735 12.889 12.383  1.827
 1   8.73 -0.27  0.98520 -0.081 3.767  4.528  9.1   0.029 0.00 14.072 14.057 14.436 13.996 13.889 13.870 14.257  0.985
 1   8.73 -0.19  0.72700 -0.743 3.672  4.678  6.5   0.014 0.00 13.129 13.260 14.071 13.188 12.915 12.771 13.981  0.727
 1   8.73 -0.07  1.10827  0.110 3.780  4.440  9.0   0.029 0.00 13.495 13.463 13.803 13.402 13.317 13.316 13.634  1.108
 1   8.73  0.01  1.13989  0.158 3.783  4.415  6.9   0.016 0.00 11.274 11.224 11.554 11.163 11.086 11.092 11.388  1.140
 1   8.73  0.05  2.53456  1.805 3.901  3.586 11.0   0.037 0.00 11.259 11.277 11.202 11.266 11.397 11.510 11.181  2.535
 1   8.73  0.13  1.49267  0.702 3.841  4.218 10.3   0.035 0.00 13.314 13.284 13.429 13.239 13.251 13.320 13.323  1.492
 1   8.73  0.19  1.44449  0.621 3.827  4.233  8.7   0.027 0.00 11.918 11.869 12.056 11.817 11.809 11.867 11.935  1.444
 1   8.73  0.31  1.58902  0.810 3.851  4.177 10.1   0.034 0.00 12.845 12.801 12.920 12.756 12.788 12.871 12.820  1.589
 1   8.75  0.05  1.57038  0.827 3.864  4.207  7.8   0.021 0.00 10.503 10.484 10.550 10.448 10.501 10.594 10.471  1.570
 1   8.75  0.05  1.80569  1.103 3.901  4.143 11.0   0.037 0.00 13.014 13.047 13.004 13.029 13.146 13.271 12.961  1.805
 1   8.75  0.19  1.58609  0.811 3.851  4.176 11.3   0.037 0.00 14.043 14.014 14.129 13.971 14.001 14.081 14.032  1.586
 1   8.75  0.21  2.77361  1.985 3.678  2.556 11.4   0.037 0.00 11.208 11.318 12.132 11.237 10.985 10.849 11.838  2.774
 1   8.77 -0.29  2.41922  2.093 3.683  2.405 12.2   0.038 0.00 11.738 11.850 12.587 11.782 11.534 11.400 12.291  2.419
 1   8.77 -0.15  2.21443  1.598 3.941  3.896 11.1   0.037 0.00 11.874 12.009 11.849 12.016 12.196 12.336 11.861  2.214
 1   8.77 -0.03  2.60640  1.819 3.697  2.769  8.6   0.026 0.00  8.822  8.878  9.563  8.803  8.587  8.480  9.285  2.606
 1   8.77 -0.01  1.32791  0.502 3.822  4.294  8.8   0.027 0.00 12.316 12.285 12.481 12.235 12.216 12.264 12.360  1.328
 1   8.77  0.03  1.82142  1.128 3.904  4.131 11.4   0.037 0.00 13.350 13.390 13.338 13.374 13.495 13.621 13.300  1.820
