#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   Kepler g      r      i      z      DDO51_finf   Mact
 1   6.61  0.51  4.29841  2.464 4.171  4.238 11.1   0.037 0.00  9.710 10.949 10.619 10.993 11.285 11.541 10.739  4.298
 1   6.81  0.13  2.11270  1.296 3.965  4.272 11.9   0.038 0.00 13.430 13.636 13.451 13.649 13.848 14.013 13.471  2.113
 1   6.97  0.17  0.93652 -0.331 3.717  4.556  7.8   0.021 0.00 13.397 13.403 14.017 13.324 13.143 13.069 13.828  0.937
 1   7.01  0.41  1.57176  0.748 3.854  4.247 10.9   0.036 0.00 13.801 13.754 13.870 13.708 13.745 13.833 13.770  1.572
 1   7.05 -0.13  2.21274  1.434 4.013  4.346 10.1   0.034 0.00 11.285 11.723 11.483 11.748 11.980 12.164 11.535  2.213
 1   7.07  0.31 15.38698  4.480 4.455  3.911  9.0   0.029 0.00  2.570  5.444  5.024  5.511  5.874  6.210  5.184 15.380
 1   7.23  0.15  2.84003  1.793 4.053  4.255 11.6   0.037 0.00 11.887 12.513 12.242 12.544 12.797 12.997 12.318  2.840
 1   7.23  0.17  1.51437  0.682 3.844  4.259 10.7   0.036 0.00 13.764 13.735 13.870 13.689 13.707 13.781 13.767  1.514
 1   7.33 -0.09  7.29944  3.417 4.311  4.076  9.6   0.032 0.00  5.828  7.972  7.599  8.027  8.351  8.645  7.736  7.299
 1   7.35  0.05  1.11524  0.061 3.771  4.457  7.7   0.020 0.00 12.319 12.272 12.650 12.206 12.111 12.103 12.471  1.115
 1   7.37 -0.07  1.20131  0.260 3.800  4.406  7.7   0.020 0.00 11.821 11.783 12.049 11.727 11.674 11.698 11.904  1.201
 1   7.43  0.55  4.67112  2.643 4.184  4.147 10.4   0.035 0.00  8.563  9.874  9.537  9.920 10.216 10.476  9.661  4.671
 1   7.45  0.13  1.68754  0.900 3.886  4.255  9.0   0.029 0.00 11.520 11.524 11.529 11.496 11.586 11.702 11.469  1.688
 1   7.47 -0.25  1.18893  0.271 3.814  4.444  9.6   0.032 0.00 13.692 13.686 13.907 13.637 13.598 13.632 13.779  1.189
 1   7.53  0.29  1.37873  0.495 3.817  4.296  9.9   0.033 0.00 13.432 13.377 13.609 13.319 13.294 13.341 13.473  1.379
 1   7.57 -0.15  2.70976  1.775 4.070  4.322  9.9   0.033 0.00 10.233 10.969 10.691 11.001 11.257 11.464 10.769  2.710
 1   7.57  0.47  6.61543  3.372 4.249  3.828  9.8   0.033 0.00  6.140  7.827  7.465  7.879  8.194  8.475  7.603  6.615
 1   7.61 -0.17  1.27179  0.407 3.826  4.386  9.5   0.031 0.00 13.251 13.243 13.425 13.196 13.179 13.227 13.310  1.272
 1   7.61  0.09  1.82122  1.048 3.918  4.270 10.2   0.035 0.00 12.349 12.414 12.328 12.404 12.546 12.687 12.302  1.821
 1   7.63 -0.33  1.69310  1.031 3.950  4.379 11.2   0.037 0.00 13.391 13.567 13.412 13.574 13.752 13.909 13.414  1.693
 1   7.71  0.03  1.45489  0.637 3.844  4.284  9.1   0.029 0.00 12.277 12.256 12.386 12.212 12.228 12.299 12.286  1.455
 1   7.71  0.15  3.69651  2.268 4.119  4.159  7.9   0.022 0.00  7.000  7.969  7.661  8.005  8.281  8.513  7.762  3.697
 1   7.75 -0.03  1.25862  0.356 3.810  4.367  9.7   0.032 0.00 13.579 13.551 13.791 13.498 13.457 13.490 13.655  1.259
 1   7.83  0.39  5.18834  2.984 4.176  3.817  9.6   0.032 0.00  6.910  8.181  7.848  8.224  8.516  8.769  7.971  5.188
 1   7.91 -0.13  1.37531  0.575 3.846  4.333  7.8   0.021 0.00 11.132 11.121 11.238 11.081 11.099 11.172 11.144  1.375
 1   7.91 -0.11  5.32620  3.115 4.175  3.697 10.4   0.035 0.00  7.383  8.714  8.392  8.755  9.040  9.284  8.504  5.326
 1   7.93  0.13  2.94658  1.893 4.055  4.178  9.4   0.031 0.00  9.437 10.068  9.792 10.099 10.354 10.554  9.872  2.947
 1   7.93  0.23  1.81721  1.024 3.904  4.235 11.4   0.037 0.00 13.610 13.637 13.593 13.617 13.738 13.870 13.550  1.817
 1   7.95 -0.25  1.58730  0.893 3.913  4.344  9.9   0.033 0.00 12.437 12.515 12.446 12.503 12.631 12.765 12.412  1.587
 1   7.95 -0.17  3.26334  2.130 4.111  4.212 10.4   0.035 0.00  9.844 10.810 10.515 10.846 11.114 11.337 10.606  3.263
 1   7.95 -0.09  1.49459  0.726 3.869  4.307  9.3   0.030 0.00 12.255 12.264 12.319 12.232 12.287 12.382 12.244  1.495
 1   7.99  0.29  2.93482  1.884 4.045  4.146 11.7   0.038 0.00 11.760 12.334 12.064 12.364 12.616 12.811 12.142  2.935
 1   8.01 -0.01  2.19997  1.410 3.988  4.270 10.6   0.036 0.00 11.845 12.160 11.943 12.180 12.398 12.571 11.981  2.200
 1   8.01  0.15  4.94457  3.023 4.098  3.446 14.5   0.038 0.00 11.714 12.570 12.276 12.604 12.870 13.080 12.378  4.945
 1   8.01  0.19  1.24399  0.283 3.791  4.361  7.9   0.022 0.00 11.964 11.904 12.219 11.840 11.776 11.794 12.057  1.244
 1   8.03 -0.29  1.88018  1.215 3.979  4.359 10.7   0.036 0.00 12.433 12.721 12.519 12.738 12.945 13.116 12.545  1.880
 1   8.03  0.05  2.08061  1.298 3.964  4.260 10.4   0.035 0.00 11.925 12.131 11.946 12.143 12.342 12.506 11.966  2.081
 1   8.03  0.37  2.84701  1.831 4.035  4.146  7.5   0.019 0.00  7.691  8.193  7.922  8.222  8.474  8.669  7.999  2.847
 1   8.05 -0.09  1.67573  0.946 3.910  4.301 11.3   0.037 0.00 13.705 13.769 13.709 13.755 13.880 14.011 13.672  1.676
 1   8.07 -0.25  1.41599  0.674 3.870  4.342  9.1   0.029 0.00 12.185 12.208 12.257 12.178 12.232 12.327 12.185  1.416
 1   8.07  0.43  2.02342  1.223 3.938  4.221  9.5   0.031 0.00 11.213 11.300 11.163 11.299 11.475 11.631 11.161  2.023
 1   8.09 -0.07  1.04861 -0.040 3.763  4.494  8.8   0.027 0.00 13.670 13.642 14.049 13.577 13.464 13.443 13.863  1.049
 1   8.09  0.03  2.28699  1.472 3.992  4.241  9.9   0.033 0.00 10.990 11.320 11.095 11.341 11.563 11.738 11.139  2.287
 1   8.11  0.09  0.95172 -0.274 3.728  4.548  8.0   0.022 0.00 13.455 13.446 14.003 13.370 13.207 13.146 13.803  0.952
 1   8.11  0.35  2.28018  1.440 3.973  4.194 10.4   0.035 0.00 11.569 11.791 11.588 11.806 12.017 12.187 11.620  2.280
