nothing,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,comp.,mbol,Kepler,g,r,i,z,DDO51_finf,Mact
,1,8.35,-0.07,2.90125,1.985,4.044,4.036,10.30,0.000,1,10.107,10.668,10.389,10.698,10.953,11.149,10.468,2.901
,1,8.35,-0.07,1.51436,0.758,3.870,4.287,10.30,0.000,2,13.174,13.156,13.195,13.124,13.188,13.291,13.125,1.514
,1,8.35,0.07,1.47545,0.669,3.844,4.261,9.00,0.000,0,12.098,12.047,12.167,12.003,12.026,12.104,12.070,1.475
,1,8.35,0.13,1.72898,0.960,3.891,4.227,11.20,0.000,0,13.571,13.556,13.534,13.530,13.636,13.762,13.483,1.729
,1,8.35,0.37,1.48728,0.657,3.836,4.241,8.20,0.000,0,11.327,11.242,11.403,11.189,11.202,11.278,11.289,1.487
,1,8.35,0.57,3.28209,2.205,4.024,3.789,10.30,0.000,1,9.558,9.975,9.698,10.002,10.257,10.443,9.781,3.282
,1,8.35,0.57,2.70114,1.788,4.003,4.039,10.30,0.000,2,10.600,10.918,10.662,10.942,11.184,11.368,10.727,2.701
,1,8.37,0.07,3.06641,2.079,4.031,3.914,12.40,0.000,0,11.972,12.458,12.183,12.486,12.738,12.926,12.261,3.066
,1,8.39,-0.27,2.01355,1.353,3.987,4.284,10.90,0.000,0,12.286,12.580,12.353,12.599,12.821,12.999,12.393,2.014
,1,8.39,-0.21,1.67963,1.004,3.926,4.308,10.20,0.000,0,12.461,12.530,12.412,12.525,12.681,12.830,12.397,1.679
,1,8.39,0.17,2.79432,1.873,4.006,3.984,10.90,0.000,1,10.989,11.347,11.089,11.372,11.613,11.793,11.155,2.794
,1,8.39,0.17,2.59280,1.721,3.994,4.052,10.90,0.000,2,11.367,11.665,11.421,11.687,11.920,12.097,11.477,2.593
,1,8.39,0.21,1.09318,0.011,3.760,4.452,9.30,0.000,1,14.043,13.975,14.403,13.902,13.794,13.780,14.215,1.093
,1,8.39,0.21,0.62945,-1.089,3.622,4.758,9.30,0.000,2,16.793,17.157,18.324,17.143,16.670,16.390,18.330,0.629
,1,8.39,0.25,2.10481,1.316,3.942,4.161,7.90,0.000,0,9.381,9.465,9.304,9.467,9.654,9.814,9.311,2.105
,1,8.39,0.31,1.22795,0.265,3.789,4.362,9.40,0.000,1,13.507,13.419,13.745,13.352,13.289,13.310,13.581,1.228
,1,8.39,0.31,1.03880,-0.103,3.746,4.488,9.40,0.000,2,14.428,14.365,14.860,14.286,14.158,14.128,14.662,1.039
,1,8.39,0.41,3.49977,2.422,3.993,3.480,11.20,0.000,1,9.915,10.195,9.938,10.219,10.459,10.621,10.012,3.500
,1,8.39,0.41,3.27381,2.220,4.007,3.707,11.20,0.000,2,10.419,10.763,10.498,10.788,11.034,11.209,10.574,3.274
,1,8.39,0.45,1.75931,0.980,3.889,4.205,8.30,0.000,1,10.620,10.573,10.565,10.543,10.649,10.778,10.507,1.759
,1,8.39,0.45,1.50926,0.687,3.839,4.233,8.30,0.000,2,11.352,11.261,11.412,11.208,11.229,11.310,11.300,1.509
,1,8.41,-0.21,1.76785,1.102,3.943,4.301,7.70,0.000,1,9.716,9.833,9.676,9.837,10.016,10.175,9.679,1.767
,1,8.41,-0.21,1.73847,1.071,3.938,4.304,7.70,0.000,2,9.792,9.895,9.750,9.896,10.068,10.224,9.747,1.738
,1,8.41,0.07,1.65272,0.892,3.883,4.240,10.80,0.000,0,13.339,13.319,13.323,13.291,13.380,13.497,13.264,1.652
,1,8.41,0.07,2.13391,1.369,3.959,4.179,11.10,0.000,0,12.448,12.601,12.409,12.611,12.813,12.979,12.430,2.134
,1,8.41,0.11,1.96237,1.205,3.932,4.200,10.80,0.000,1,12.557,12.622,12.485,12.620,12.791,12.945,12.481,1.962
,1,8.41,0.11,1.87048,1.116,3.918,4.212,10.80,0.000,2,12.781,12.812,12.712,12.802,12.952,13.098,12.692,1.870
,1,8.41,0.13,2.04070,1.274,3.941,4.183,9.30,0.000,1,10.885,10.974,10.816,10.976,11.158,11.317,10.821,2.041
,1,8.41,0.13,1.33528,0.458,3.813,4.305,9.30,0.000,2,12.925,12.854,13.079,12.799,12.773,12.819,12.946,1.335
,1,8.41,0.15,1.57562,0.782,3.857,4.228,10.70,0.000,0,13.516,13.465,13.548,13.425,13.471,13.564,13.462,1.575
,1,8.41,0.35,1.12247,0.069,3.767,4.432,9.40,0.000,0,13.999,13.916,14.330,13.841,13.745,13.741,14.145,1.122
,1,8.43,-0.15,0.48932,-1.386,3.602,4.868,5.10,0.000,1,13.334,13.735,14.999,13.742,13.214,12.896,14.993,0.489
,1,8.43,-0.15,0.21290,-2.164,3.551,5.082,5.10,0.000,2,15.280,15.991,17.619,16.189,15.323,14.818,17.448,0.213
,1,8.43,-0.09,1.67524,0.962,3.907,4.274,9.00,0.000,0,11.365,11.391,11.324,11.376,11.503,11.639,11.290,1.675
,1,8.43,-0.01,1.27121,0.390,3.811,4.343,9.60,0.000,1,13.396,13.338,13.563,13.285,13.253,13.293,13.432,1.271
,1,8.43,-0.01,0.18963,-2.264,3.533,5.058,9.60,0.000,2,20.031,20.898,22.661,21.223,20.178,19.569,22.467,0.190
,1,8.43,0.11,1.76885,1.013,3.900,4.220,10.90,0.000,1,13.137,13.134,13.086,13.114,13.234,13.368,13.044,1.768
,1,8.43,0.11,0.31968,-1.861,3.559,4.985,10.90,0.000,2,20.321,21.028,22.598,21.239,20.363,19.849,22.447,0.320
,1,8.43,0.29,1.59875,0.800,3.856,4.212,9.30,0.000,0,12.069,12.004,12.093,11.960,12.007,12.102,12.004,1.598
,1,8.43,0.43,3.64217,2.766,3.632,1.707,14.20,0.000,1,12.054,12.340,13.469,12.278,11.905,11.676,13.150,3.642
,1,8.43,0.43,3.25733,2.230,3.983,3.601,14.20,0.000,2,13.395,13.629,13.383,13.649,13.883,14.044,13.448,3.257
,1,8.43,0.51,3.21227,2.196,3.990,3.654,10.30,0.000,1,9.581,9.838,9.587,9.860,10.097,10.264,9.654,3.212
,1,8.43,0.51,1.44708,0.605,3.828,4.253,10.30,0.000,2,13.556,13.455,13.646,13.397,13.400,13.470,13.521,1.447
,1,8.45,-0.15,2.42792,1.682,4.012,4.133,9.60,0.000,1,10.165,10.568,10.313,10.593,10.832,11.016,10.373,2.428
,1,8.45,-0.15,1.18819,0.277,3.807,4.409,9.60,0.000,2,13.677,13.632,13.867,13.579,13.537,13.571,13.733,1.188
,1,8.45,-0.03,1.22265,0.309,3.803,4.374,9.20,0.000,0,13.198,13.139,13.391,13.084,13.038,13.069,13.251,1.223
,1,8.45,0.09,1.69860,0.941,3.889,4.228,10.70,0.000,1,13.117,13.103,13.088,13.077,13.177,13.300,13.035,1.698
,1,8.45,0.09,0.40268,-1.634,3.574,4.919,10.70,0.000,2,19.554,20.191,21.672,20.370,19.552,19.070,21.577,0.403
,1,8.45,0.33,1.20349,0.224,3.784,4.376,6.40,0.000,1,10.609,10.521,10.866,10.451,10.381,10.398,10.696,1.203
,1,8.45,0.33,0.76611,-0.741,3.660,4.650,6.40,0.000,2,13.023,13.191,14.133,13.118,12.806,12.638,14.100,0.766
,1,8.47,-0.07,1.43488,0.659,3.852,4.288,10.60,0.000,1,13.724,13.692,13.785,13.652,13.685,13.768,13.698,1.435
,1,8.47,-0.07,1.14405,0.171,3.788,4.425,10.60,0.000,2,14.942,14.885,15.187,14.826,14.758,14.772,15.031,1.144
,1,8.47,0.01,2.61746,1.791,4.002,4.021,10.40,0.000,1,10.693,11.042,10.790,11.066,11.303,11.481,10.850,2.617
,1,8.47,0.01,0.56189,-1.232,3.610,4.806,10.40,0.000,2,18.251,18.641,19.865,18.639,18.134,17.831,19.870,0.562
,1,8.47,0.23,2.64212,1.775,3.984,3.967,9.00,0.000,0,9.332,9.581,9.345,9.601,9.828,10.000,9.397,2.642
,1,8.47,0.23,1.62306,0.831,3.861,4.206,10.20,0.000,0,12.893,12.837,12.910,12.797,12.851,12.950,12.826,1.623
,1,8.47,0.47,1.40073,0.544,3.820,4.268,7.50,0.000,1,10.910,10.809,11.028,10.749,10.738,10.799,10.894,1.401
,1,8.47,0.47,1.15099,0.125,3.773,4.412,7.50,0.000,2,11.958,11.863,12.261,11.786,11.701,11.706,12.079,1.151
,1,8.49,-0.25,1.76240,1.116,3.946,4.298,11.10,0.000,0,13.081,13.209,13.045,13.214,13.396,13.557,13.050,1.762
,1,8.49,-0.19,1.33556,0.552,3.844,4.335,10.00,0.000,0,13.390,13.366,13.480,13.325,13.343,13.417,13.387,1.335
,1,8.49,0.11,1.71293,0.955,3.888,4.216,11.10,0.000,0,13.483,13.466,13.453,13.440,13.540,13.662,13.399,1.713
,1,8.49,0.13,2.35822,1.562,3.970,4.073,10.40,0.000,0,11.264,11.457,11.243,11.472,11.687,11.855,11.279,2.358
,1,8.49,0.23,1.84563,1.078,3.902,4.179,10.10,0.000,1,12.176,12.165,12.112,12.144,12.270,12.406,12.072,1.845
,1,8.49,0.23,0.30229,-1.917,3.552,4.988,10.10,0.000,2,19.662,20.410,22.029,20.645,19.730,19.195,21.848,0.302
,1,8.49,0.25,3.15874,2.189,3.954,3.511,12.20,0.000,1,11.496,11.618,11.408,11.631,11.842,11.987,11.451,3.159
,1,8.49,0.25,3.08329,2.128,3.967,3.612,12.20,0.000,2,11.651,11.824,11.600,11.841,12.060,12.213,11.650,3.083
,1,8.49,0.35,1.30450,0.400,3.803,4.312,10.20,0.000,0,13.969,13.876,14.150,13.813,13.773,13.813,14.000,1.304
,1,8.49,0.35,2.50294,1.669,3.973,4.005,12.00,0.000,1,12.597,12.788,12.566,12.804,13.025,13.196,12.609,2.503
,1,8.49,0.35,2.02253,1.251,3.928,4.149,12.00,0.000,2,13.642,13.675,13.548,13.670,13.838,13.992,13.540,2.023
,1,8.51,-0.11,2.23769,1.524,3.985,4.150,10.20,0.000,1,11.159,11.434,11.204,11.453,11.676,11.851,11.248,2.238
,1,8.51,-0.11,0.82324,-0.523,3.701,4.628,10.20,0.000,2,16.278,16.309,16.961,16.234,16.027,15.932,16.791,0.823
,1,8.51,-0.09,1.63768,0.926,3.899,4.266,8.80,0.000,0,11.254,11.267,11.223,11.247,11.361,11.490,11.180,1.637
,1,8.51,-0.09,2.64356,1.856,4.008,3.980,11.10,0.000,0,11.230,11.610,11.353,11.635,11.874,12.052,11.417,2.644
,1,8.51,0.01,2.34853,1.582,3.980,4.090,9.90,0.000,0,10.714,10.956,10.730,10.975,11.195,11.367,10.772,2.349
,1,8.51,0.01,1.42608,0.624,3.839,4.270,10.50,0.000,0,13.710,13.662,13.796,13.617,13.631,13.702,13.695,1.426
,1,8.51,0.01,2.43304,1.654,3.986,4.060,12.30,0.000,0,12.936,13.208,12.974,13.228,13.453,13.626,13.022,2.433
,1,8.51,0.05,1.63004,0.877,3.879,4.235,8.30,0.000,0,10.878,10.856,10.870,10.826,10.908,11.021,10.808,1.630
,1,8.51,0.05,2.94646,2.056,3.986,3.740,11.50,0.000,0,11.130,11.399,11.157,11.421,11.650,11.813,11.215,2.946
,1,8.51,0.13,2.13246,1.369,3.947,4.130,10.80,0.000,0,12.146,12.251,12.078,12.256,12.448,12.608,12.091,2.132
,1,8.51,0.13,2.14902,1.384,3.948,4.125,11.10,0.000,1,12.409,12.519,12.341,12.525,12.718,12.879,12.356,2.149
,1,8.51,0.13,0.75143,-0.764,3.659,4.660,11.10,0.000,2,17.780,17.953,18.878,17.881,17.572,17.404,18.845,0.751
,1,8.51,0.21,2.34288,1.540,3.960,4.052,7.40,0.000,1,8.320,8.467,8.268,8.477,8.684,8.849,8.296,2.343
,1,8.51,0.21,1.80989,1.043,3.895,4.180,7.40,0.000,2,9.564,9.545,9.511,9.521,9.636,9.767,9.464,1.809
,1,8.53,-0.35,1.63623,1.013,3.936,4.329,10.20,0.000,0,12.437,12.544,12.404,12.544,12.712,12.866,12.399,1.636
,1,8.53,-0.15,3.26513,2.327,3.700,2.372,8.00,0.000,0,6.952,6.975,7.628,6.901,6.696,6.599,7.346,3.265
,1,8.53,-0.09,1.50807,0.765,3.870,4.280,8.60,0.000,0,11.458,11.442,11.479,11.410,11.474,11.577,11.410,1.508
,1,8.53,0.03,2.69735,1.872,3.990,3.904,11.10,0.000,1,11.190,11.481,11.238,11.503,11.734,11.903,11.294,2.697
,1,8.53,0.03,0.31359,-1.868,3.561,4.994,11.10,0.000,2,20.541,21.223,22.776,21.418,20.567,20.066,22.638,0.314
,1,8.53,0.05,2.73012,1.894,3.988,3.878,11.40,0.000,0,11.435,11.713,11.472,11.735,11.964,12.132,11.527,2.730
,1,8.53,0.17,2.30063,1.513,3.957,4.059,9.90,0.000,0,10.887,11.025,10.831,11.035,11.238,11.401,10.856,2.301
,1,8.53,0.21,1.56094,0.758,3.848,4.212,10.90,0.000,1,13.774,13.711,13.822,13.666,13.699,13.784,13.726,1.561
,1,8.53,0.21,1.23890,0.290,3.791,4.351,10.90,0.000,2,14.945,14.865,15.174,14.800,14.740,14.762,15.015,1.239
,1,8.53,0.29,2.74019,1.873,3.973,3.840,11.00,0.000,1,11.087,11.282,11.056,11.299,11.521,11.685,11.103,2.740
,1,8.53,0.29,1.21211,0.242,3.786,4.368,11.00,0.000,2,15.164,15.079,15.414,15.011,14.943,14.961,15.247,1.212
,1,8.53,0.37,1.60742,0.816,3.857,4.202,11.30,0.000,0,14.030,13.957,14.046,13.913,13.963,14.060,13.956,1.607
,1,8.55,-0.25,1.70630,1.061,3.935,4.293,11.40,0.000,0,13.516,13.612,13.474,13.612,13.780,13.934,13.468,1.706
,1,8.55,-0.21,2.02749,1.374,3.974,4.212,9.50,0.000,1,10.836,11.064,10.851,11.081,11.293,11.464,10.883,2.027
,1,8.55,-0.21,1.57387,0.892,3.902,4.297,9.50,0.000,2,12.039,12.066,12.013,12.049,12.166,12.297,11.974,1.573
,1,8.55,-0.05,1.99074,1.288,3.949,4.190,10.60,0.000,1,12.150,12.273,12.097,12.280,12.471,12.631,12.110,1.991
,1,8.55,-0.05,1.62197,0.899,3.889,4.253,10.60,0.000,2,13.123,13.121,13.104,13.097,13.196,13.317,13.052,1.622
,1,8.55,0.01,1.51707,0.748,3.858,4.248,10.10,0.000,1,12.999,12.963,13.038,12.926,12.971,13.062,12.957,1.517
,1,8.55,0.01,0.53177,-1.308,3.603,4.830,10.10,0.000,2,18.140,18.563,19.830,18.579,18.036,17.707,19.828,0.532
,1,8.55,0.05,2.77831,1.941,3.979,3.804,8.80,0.000,0,8.717,8.956,8.722,8.976,9.200,9.362,8.773,2.778
,1,8.55,0.11,2.59961,1.784,3.976,3.918,9.70,0.000,0,10.011,10.230,10.002,10.248,10.469,10.635,10.048,2.600
,1,8.55,0.21,1.17564,0.174,3.778,4.393,9.00,0.000,0,13.334,13.255,13.613,13.187,13.107,13.115,13.439,1.176
,1,8.55,0.23,1.31457,0.418,3.805,4.305,10.40,0.000,1,14.125,14.044,14.303,13.983,13.945,13.984,14.158,1.314
,1,8.55,0.23,0.19662,-2.268,3.528,5.058,10.40,0.000,2,20.839,21.741,23.539,22.093,21.010,20.378,23.341,0.197
,1,8.55,0.33,1.31267,0.415,3.805,4.306,8.00,0.000,1,11.733,11.642,11.909,11.579,11.542,11.582,11.761,1.313
,1,8.55,0.33,1.17050,0.165,3.777,4.396,8.00,0.000,2,12.359,12.271,12.642,12.200,12.119,12.128,12.465,1.170
,1,8.55,0.37,2.93014,2.034,3.948,3.610,6.80,0.000,0,6.485,6.577,6.380,6.586,6.791,6.938,6.415,2.930
,1,8.55,0.41,2.61420,1.778,3.967,3.891,11.30,0.000,0,11.625,11.789,11.573,11.803,12.020,12.185,11.615,2.614
,1,8.57,-0.11,1.57280,0.859,3.887,4.271,11.10,0.000,0,13.722,13.723,13.712,13.699,13.793,13.912,13.658,1.572
,1,8.57,-0.09,2.03494,1.346,3.957,4.177,10.20,0.000,0,11.606,11.764,11.574,11.775,11.974,12.138,11.595,2.035
,1,8.57,-0.05,1.42152,0.640,3.846,4.280,9.30,0.000,1,12.470,12.432,12.543,12.390,12.414,12.491,12.450,1.421
,1,8.57,-0.05,0.40293,-1.616,3.580,4.926,9.30,0.000,2,18.111,18.672,20.105,18.790,18.066,17.633,20.039,0.403
,1,8.57,0.01,2.78028,1.959,3.973,3.763,10.30,0.000,0,10.172,10.387,10.159,10.406,10.626,10.785,10.207,2.780
,1,8.57,0.03,1.14848,0.162,3.783,4.415,6.70,0.000,1,11.065,11.001,11.326,10.938,10.864,10.874,11.162,1.148
,1,8.57,0.03,0.42001,-1.584,3.579,4.909,6.70,0.000,2,15.431,16.019,17.460,16.159,15.402,14.952,17.388,0.420
,1,8.57,0.09,1.84685,1.111,3.912,4.186,10.20,0.000,0,12.192,12.212,12.129,12.199,12.339,12.480,12.102,1.846
,1,8.57,0.11,2.01259,1.271,3.931,4.142,9.10,0.000,1,10.691,10.753,10.615,10.752,10.923,11.075,10.612,2.013
,1,8.57,0.11,1.00295,-0.156,3.743,4.514,9.10,0.000,2,14.259,14.212,14.700,14.138,14.003,13.966,14.504,1.003
,1,8.57,0.11,2.76401,1.926,3.965,3.761,11.00,0.000,1,10.956,11.131,10.914,11.147,11.361,11.518,10.957,2.764
,1,8.57,0.11,1.96228,1.223,3.925,4.155,11.00,0.000,2,12.714,12.758,12.634,12.754,12.916,13.066,12.624,1.962
,1,8.57,0.19,1.16249,0.151,3.776,4.401,9.00,0.000,0,13.394,13.317,13.682,13.248,13.165,13.169,13.507,1.162
,1,8.57,0.19,1.62434,0.840,3.860,4.196,10.70,0.000,0,13.371,13.318,13.390,13.278,13.331,13.428,13.307,1.624
,1,8.57,0.23,1.43159,0.591,3.826,4.251,10.40,0.000,0,13.694,13.617,13.804,13.563,13.558,13.619,13.683,1.431
,1,8.57,0.27,1.28158,0.366,3.799,4.322,7.20,0.000,0,11.055,10.968,11.251,10.905,10.858,10.891,11.099,1.281
,1,8.59,0.03,1.49441,0.717,3.851,4.245,9.80,0.000,1,12.777,12.734,12.830,12.693,12.727,12.811,12.741,1.494
,1,8.59,0.03,0.41671,-1.592,3.579,4.911,9.80,0.000,2,18.551,19.142,20.588,19.286,18.524,18.070,20.514,0.417
,1,8.59,0.09,1.28948,0.404,3.808,4.321,9.50,0.000,1,13.260,13.192,13.433,13.136,13.100,13.139,13.296,1.289
,1,8.59,0.09,0.47620,-1.453,3.588,4.868,9.50,0.000,2,17.903,18.449,19.830,18.558,17.858,17.442,19.779,0.476
,1,8.59,0.33,1.51791,0.708,3.840,4.218,10.30,0.000,1,13.300,13.221,13.363,13.171,13.191,13.271,13.256,1.518
,1,8.59,0.33,0.18486,-2.307,3.520,5.037,10.30,0.000,2,20.838,21.803,23.672,22.206,21.055,20.383,23.464,0.185
,1,8.59,0.37,2.17066,1.404,3.937,4.063,9.90,0.000,0,11.161,11.219,11.066,11.219,11.401,11.557,11.072,2.171
,1,8.59,0.39,1.72846,0.961,3.879,4.176,7.10,0.000,1,9.468,9.412,9.432,9.378,9.466,9.586,9.365,1.728
,1,8.59,0.39,0.94370,-0.309,3.719,4.544,7.10,0.000,2,12.642,12.617,13.239,12.532,12.359,12.295,13.054,0.944
,1,8.59,0.39,1.52006,0.711,3.841,4.218,9.70,0.000,0,12.693,12.608,12.752,12.557,12.579,12.660,12.644,1.520
,1,8.61,-0.39,2.68742,2.055,3.975,3.660,8.90,0.000,0,8.533,8.778,8.547,8.799,9.019,9.172,8.598,2.687
,1,8.61,-0.15,1.26939,0.434,3.826,4.358,9.30,0.000,0,12.984,12.946,13.117,12.899,12.888,12.942,13.005,1.269
,1,8.61,0.01,0.79259,-0.632,3.679,4.631,7.00,0.000,0,13.350,13.445,14.230,13.367,13.114,12.984,14.130,0.793
,1,8.61,0.05,1.54889,0.784,3.861,4.232,9.90,0.000,0,12.709,12.671,12.739,12.634,12.685,12.779,12.659,1.549
,1,8.61,0.07,1.40543,0.588,3.830,4.265,10.70,0.000,0,14.001,13.942,14.106,13.894,13.894,13.957,13.995,1.405
,1,8.61,0.15,1.33518,0.463,3.812,4.295,8.60,0.000,0,12.213,12.140,12.370,12.084,12.056,12.101,12.236,1.335
,1,8.61,0.17,1.57440,0.788,3.853,4.205,9.30,0.000,1,12.101,12.045,12.139,12.002,12.042,12.131,12.049,1.574
,1,8.61,0.17,0.19026,-2.288,3.525,5.050,9.30,0.000,2,19.789,20.715,22.539,21.086,19.977,19.329,22.338,0.190
,1,8.61,0.25,3.00827,2.016,3.682,2.573,11.70,0.000,0,11.430,11.498,12.289,11.415,11.176,11.052,12.000,3.008
,1,8.61,0.31,0.68244,-0.953,3.635,4.712,5.70,0.000,1,12.853,13.150,14.242,13.111,12.699,12.459,14.246,0.682
,1,8.61,0.31,0.50785,-1.385,3.591,4.839,5.70,0.000,2,13.933,14.518,15.885,14.657,13.916,13.482,15.824,0.508
,1,8.63,-0.21,1.43381,0.714,3.870,4.307,10.50,0.000,0,13.486,13.480,13.518,13.448,13.510,13.610,13.449,1.434
,1,8.63,-0.11,2.33204,1.642,3.976,4.013,10.70,0.000,1,11.366,11.597,11.373,11.615,11.833,12.000,11.415,2.332
,1,8.63,-0.11,1.07257,0.047,3.775,4.467,10.70,0.000,2,15.352,15.298,15.646,15.236,15.147,15.145,15.475,1.073
,1,8.63,-0.09,1.86964,1.194,3.935,4.202,11.90,0.000,1,13.685,13.772,13.627,13.772,13.945,14.098,13.626,1.869
,1,8.63,-0.09,0.30625,-1.869,3.567,5.006,11.90,0.000,2,21.343,21.968,23.484,22.121,21.334,20.868,23.374,0.306
,1,8.63,0.01,1.68780,0.965,3.893,4.220,11.20,0.000,1,13.558,13.556,13.526,13.534,13.641,13.767,13.478,1.687
,1,8.63,0.01,0.64185,-1.028,3.631,4.742,11.20,0.000,2,18.540,18.835,19.930,18.788,18.386,18.151,19.943,0.642
,1,8.63,0.09,1.38561,0.555,3.825,4.271,10.10,0.000,1,13.482,13.419,13.600,13.368,13.360,13.419,13.483,1.385
,1,8.63,0.09,0.69855,-0.894,3.643,4.696,10.10,0.000,2,17.106,17.348,18.368,17.289,16.929,16.725,18.369,0.699
,1,8.63,0.11,2.05464,1.321,3.931,4.101,9.40,0.000,0,10.867,10.928,10.787,10.927,11.098,11.250,10.785,2.055
,1,8.63,0.29,2.09255,1.338,3.925,4.068,10.80,0.000,0,12.225,12.255,12.127,12.250,12.417,12.567,12.120,2.093
,1,8.63,0.33,3.07476,2.150,3.674,2.419,8.40,0.000,1,7.796,7.883,8.726,7.798,7.546,7.410,8.427,3.075
,1,8.63,0.33,1.65104,0.875,3.864,4.182,8.40,0.000,2,10.982,10.918,10.984,10.878,10.939,11.043,10.902,1.651
,1,8.63,0.37,1.30740,0.411,3.804,4.305,8.60,0.000,1,12.343,12.249,12.521,12.185,12.146,12.187,12.371,1.307
,1,8.63,0.37,1.25523,0.324,3.794,4.336,8.60,0.000,2,12.560,12.466,12.774,12.399,12.345,12.375,12.614,1.255
,1,8.65,-0.31,2.87856,2.182,3.711,2.507,11.20,0.000,0,10.516,10.527,11.113,10.459,10.269,10.184,10.850,2.879
,1,8.65,-0.27,2.13942,1.527,3.982,4.116,12.00,0.000,0,12.953,13.223,12.997,13.242,13.462,13.634,13.039,2.139
,1,8.65,-0.23,2.57612,1.913,3.965,3.743,10.70,0.000,1,10.687,10.882,10.666,10.899,11.111,11.263,10.707,2.576
,1,8.65,-0.23,2.32721,1.689,3.984,4.000,10.70,0.000,2,11.248,11.526,11.293,11.546,11.770,11.939,11.341,2.327
,1,8.65,-0.07,1.57769,0.861,3.882,4.251,10.70,0.000,0,13.317,13.310,13.312,13.283,13.369,13.483,13.254,1.577
,1,8.65,0.03,2.04878,1.338,3.938,4.109,12.10,0.000,0,13.525,13.611,13.455,13.613,13.792,13.946,13.460,2.049
,1,8.65,0.07,1.33137,0.479,3.817,4.297,9.30,0.000,0,12.873,12.810,13.019,12.756,12.735,12.783,12.892,1.331
,1,8.65,0.17,2.10225,1.357,3.927,4.058,10.00,0.000,0,11.377,11.421,11.287,11.418,11.587,11.735,11.283,2.102
,1,8.65,0.29,1.56817,0.776,3.848,4.197,10.60,0.000,1,13.430,13.359,13.472,13.313,13.347,13.434,13.375,1.568
,1,8.65,0.29,1.54404,0.745,3.844,4.204,10.60,0.000,2,13.507,13.434,13.561,13.386,13.413,13.496,13.459,1.544
,1,8.65,0.31,1.88705,1.138,3.901,4.126,10.70,0.000,0,12.626,12.605,12.553,12.584,12.711,12.848,12.513,1.887
,1,8.65,0.33,2.29778,1.535,3.938,3.962,12.20,0.000,1,13.133,13.197,13.036,13.199,13.384,13.538,13.047,2.298
,1,8.65,0.33,2.23689,1.478,3.935,3.993,12.20,0.000,2,13.274,13.328,13.176,13.328,13.509,13.662,13.182,2.237
,1,8.65,0.37,1.35410,0.482,3.812,4.282,9.90,0.000,1,13.464,13.371,13.614,13.310,13.285,13.334,13.474,1.354
,1,8.65,0.37,0.70128,-0.905,3.640,4.695,9.90,0.000,2,16.933,17.205,18.272,17.158,16.765,16.539,18.273,0.701
,1,8.65,0.47,2.42060,1.645,3.940,3.884,10.30,0.000,0,10.958,11.018,10.850,11.021,11.212,11.366,10.866,2.421
,1,8.67,-0.19,1.24722,0.412,3.826,4.371,7.70,0.000,1,11.440,11.405,11.577,11.359,11.347,11.400,11.465,1.247
,1,8.67,-0.19,0.29530,-1.882,3.571,5.019,7.70,0.000,2,17.175,17.753,19.243,17.872,17.137,16.700,19.151,0.295
,1,8.67,-0.17,1.23382,0.380,3.820,4.377,10.20,0.000,1,14.019,13.981,14.170,13.932,13.912,13.960,14.052,1.234
,1,8.67,-0.17,0.26723,-1.969,3.564,5.038,10.20,0.000,2,19.893,20.517,22.051,20.663,19.883,19.422,21.933,0.267
,1,8.67,-0.17,1.36249,0.599,3.848,4.313,10.60,0.000,0,13.872,13.847,13.949,13.808,13.833,13.911,13.860,1.362
,1,8.67,-0.09,0.96514,-0.191,3.744,4.536,8.20,0.000,1,13.447,13.410,13.877,13.340,13.205,13.167,13.682,0.965
,1,8.67,-0.09,0.68366,-0.891,3.650,4.710,8.20,0.000,2,15.197,15.402,16.360,15.335,15.006,14.823,16.351,0.684
,1,8.67,-0.03,0.79329,-0.627,3.684,4.646,7.40,0.000,0,13.736,13.817,14.570,13.740,13.497,13.376,14.454,0.793
,1,8.67,-0.01,1.84422,1.147,3.918,4.177,12.00,0.000,1,13.903,13.943,13.839,13.936,14.085,14.229,13.821,1.843
,1,8.67,-0.01,1.15382,0.190,3.787,4.404,12.00,0.000,2,16.296,16.234,16.543,16.174,16.105,16.118,16.384,1.154
,1,8.67,0.05,1.62705,0.888,3.876,4.211,9.90,0.000,1,12.450,12.424,12.445,12.393,12.471,12.581,12.380,1.627
,1,8.67,0.05,1.16452,0.194,3.786,4.399,9.90,0.000,2,14.185,14.119,14.437,14.057,13.987,13.999,14.275,1.164
,1,8.67,0.11,0.98576,-0.192,3.738,4.523,8.50,0.000,1,13.749,13.708,14.216,13.633,13.490,13.447,14.019,0.986
,1,8.67,0.11,0.79192,-0.655,3.673,4.630,8.50,0.000,2,14.907,15.021,15.852,14.942,14.674,14.535,15.773,0.792
,1,8.67,0.11,1.47365,0.676,3.839,4.234,10.20,0.000,1,13.280,13.223,13.358,13.176,13.193,13.266,13.255,1.473
,1,8.67,0.11,1.35470,0.505,3.818,4.283,10.20,0.000,2,13.706,13.639,13.846,13.586,13.567,13.618,13.719,1.354
,1,8.67,0.21,2.36561,1.602,3.935,3.896,8.70,0.000,0,9.465,9.528,9.370,9.530,9.712,9.861,9.380,2.366
,1,8.69,-0.35,1.13611,0.269,3.819,4.445,9.80,0.000,1,13.898,13.876,14.068,13.829,13.802,13.845,13.951,1.136
