#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   Kepler g      r      i      z      DDO51_finf   Mact
 1   6.67  0.15  3.12538  1.952 4.084  4.263  9.5   0.031 0.00  9.391 10.176  9.888 10.210 10.474 10.690  9.976  3.125
 1   6.97  0.17  5.88906  2.990 4.255  4.182 11.2   0.037 0.00  8.494 10.270  9.915 10.321 10.632 10.911 10.044  5.889
 1   6.97  0.23  5.47307  2.868 4.233  4.187 11.3   0.037 0.00  8.900 10.541 10.192 10.589 10.895 11.169 10.318  5.473
 1   7.27 -0.21  3.37589  2.139 4.140  4.333 10.3   0.035 0.00  9.721 10.858 10.552 10.896 11.171 11.408 10.649  3.376
 1   7.27  0.05  1.45845  0.635 3.843  4.285 10.5   0.035 0.00 13.681 13.663 13.798 13.620 13.634 13.703 13.697  1.458
 1   7.37  0.03  1.17080  0.181 3.786  4.416  8.6   0.026 0.00 12.919 12.876 13.201 12.815 12.740 12.748 13.037  1.171
 1   7.45  0.23  4.79151  2.691 4.190  4.134 10.3   0.035 0.00  8.343  9.725  9.392  9.769 10.063 10.322  9.511  4.792
 1   7.47 -0.05  1.23450  0.316 3.806  4.385  8.9   0.028 0.00 12.881 12.850 13.100 12.796 12.750 12.779 12.960  1.234
 1   7.49  0.01  2.08959  1.300 3.974  4.300 11.4   0.037 0.00 12.921 13.171 12.972 13.187 13.393 13.562 12.998  2.090
 1   7.57  0.05  1.19197  0.222 3.790  4.398  8.6   0.026 0.00 12.815 12.771 13.082 12.711 12.642 12.655 12.923  1.192
 1   7.65 -0.05  1.08267  0.022 3.769  4.475  9.2   0.030 0.00 13.916 13.886 14.268 13.822 13.720 13.707 14.088  1.083
 1   7.69 -0.05  1.36977  0.541 3.835  4.321 10.5   0.035 0.00 13.918 13.905 14.062 13.861 13.860 13.919 13.954  1.370
 1   7.69 -0.01  1.42296  0.605 3.841  4.297 10.4   0.035 0.00 13.656 13.643 13.782 13.600 13.610 13.677 13.679  1.423
 1   7.71  0.15  4.04810  2.430 4.142  4.130 11.9   0.038 0.00 10.594 11.711 11.399 11.750 12.028 12.267 11.505  4.048
